Hub Name,From Route,To Route,Bad Connections (1-5 min)
WORCOLA @ SMU - N - MB2,003,440,302
SMU/MOCKINGBIRD STATION,003,017,300
PEARL @ ROSS - S - NS,249,306,300
PEARL @ ROSS - S - NS,306,103,299
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,057,299
KIEST @ SUNNYVALE - E - NS,141,215,298
GASTON @ LIBERTY - N - NS,GREEN,214,298
HARRY HINES @ BUTLER - S - NS,213,101,297
SOUTHWEST MEDICAL DISTRICT/PARKLAND,ORANGE,101,297
INWOOD/LOVE FIELD STATION,ORANGE,207,294
DOWNTOWN IRVING/HERITAGE CROSSING STATION,025,230,294
BLACKBURN @ COLE - E - NS,207,BLUE,294
HARRY HINES @ BUTLER - S - NS,213,057,293
PEARL @ ROSS - S - NS,103,207,292
PEARL @ ROSS - S - NS,306,239,291
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,422,291
PARKER ROAD STATION,RED,234,291
PEARL @ ROSS - S - NS,001,TRE,291
PEARL @ ROSS - S - NS,239,103,290
STONEWALL @ BUTE - W - NS,023,214,290
GASTON @ LIBERTY - N - NS,023,249,288
GASTON @ GOOD LATIMER - N - NS,001,009,288
PEARL @ ROSS - S - NS,103,308,286
MALCOLM X @ MLK - S - NS,001,GREEN,285
PEARL @ ROSS - S - NS,009,421,285
SOUTHWEST MEDICAL DISTRICT/PARKLAND,ORANGE,219,283
WESTMORELAND STATION,104,RED,283
GASTON @ LIBERTY - N - NS,001,249,282
SPRING VALLEY @ PRESTON VALLEY - E - MB2,202,237,282
GASTON @ LIBERTY - N - NS,023,GREEN,281
COCKRELL HILL TL,221,025,280
SOUTHWEST MEDICAL DISTRICT/PARKLAND,GREEN,122,280
WORCOLA @ SMU - N - MB2,003,017,279
DOWNTOWN PLANO STATION,RED,236,277
SMU/MOCKINGBIRD STATION,003,440,277
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,001,275
PEARL @ ROSS - S - NS,620,308,273
PEARL @ ROSS - S - NS,620,018,273
8TH & CORINTH STATION,BLUE,215,273
SPRING VALLEY @ PRESTON VALLEY - E - MB2,200,202,272
BACHMAN STATION,233,ORANGE,271
ILLINOIS @ VALERIA - W - FS,223,108,270
GASTON @ GOOD LATIMER - N - NS,001,018,269
SMU/MOCKINGBIRD STATION,249,ORANGE,269
PEARL @ ROSS - S - NS,224,306,269
PEARL @ MCKINNEY - S - FS,239,103,268
DOWNTOWN IRVING/HERITAGE CROSSING STATION,230,229,268
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,122,267
HAMPTON STATION,RED,226,267
PEARL @ ROSS - S - NS,620,306,266
MALCOLM X @ MLK - S - NS,104,216,266
PEARL @ ROSS - S - NS,620,214,266
SOUTHWEST MEDICAL DISTRICT/PARKLAND,ORANGE,422,266
GASTON @ LIBERTY - N - NS,001,421,264
GASTON @ GOOD LATIMER - N - NS,009,001,262
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,219,262
PEARL @ ROSS - S - NS,018,421,262
INWOOD/LOVE FIELD STATION,005,103,262
WESTMORELAND STATION,RED,223,262
BLACKBURN @ COLE - E - NS,237,023,261
KIEST @ SUNNYVALE - E - NS,215,141,260
COCKRELL HILL TL,009,025,258
PARKER ROAD STATION,247,RED,257
SKILLMAN @ EASTRIDGE - S - NS,017,027,256
HAMPTON STATION,226,RED,256
ROSS @ BENNETT - S - NS,023,003,256
ADDISON TRANSIT CENTER,SILVER,227,256
GASTON @ GOOD LATIMER - N - NS,GREEN,214,255
GASTON @ GOOD LATIMER - N - NS,009,018,253
MALCOLM X @ MLK - S - NS,023,013,253
PEARL @ ROSS - S - NS,308,421,252
BLACKBURN @ COLE - E - NS,ORANGE,207,252
SOUTHWEST MEDICAL DISTRICT/PARKLAND,GREEN,230,251
INWOOD/LOVE FIELD STATION,ORANGE,005,251
WESTMORELAND STATION,108,221,248
PEARL @ ROSS - S - NS,425,306,247
PEARL @ ROSS - S - NS,230,421,245
DOWNTOWN GARLAND STATION,224,BLUE,243
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,ORANGE,243
BACHMAN STATION,213,020,241
SMU/MOCKINGBIRD STATION,003,RED,240
GASTON @ GOOD LATIMER - N - NS,018,001,240
SMU/MOCKINGBIRD STATION,249,017,239
PEARL @ ROSS - S - NS,620,205,238
ADDISON TRANSIT CENTER,SILVER,022,237
DOWNTOWN IRVING/HERITAGE CROSSING STATION,231,227,237
SKILLMAN @ EASTRIDGE - S - NS,020,027,236
PEARL @ ROSS - S - NS,214,421,235
ELSIE FAYE HEGGINS @ LAGOW - W - NS,013,216,234
PEARL @ MCKINNEY - S - FS,001,308,233
DOWNTOWN GARLAND STATION,250,022,232
DOWNTOWN GARLAND STATION,BLUE,202,231
DOWNTOWN GARLAND STATION,BLUE,200,231
SMU/MOCKINGBIRD STATION,003,ORANGE,230
SPRING VALLEY @ PRESTON VALLEY - E - MB2,237,202,229
PEARL @ ROSS - S - NS,306,TRE,229
GASTON @ LIBERTY - N - NS,GREEN,421,227
SMU/MOCKINGBIRD STATION,003,249,225
WESTMORELAND @ POINSETTIA - N - NS,226,057,225
PEARL @ ROSS - S - NS,239,TRE,225
INWOOD/LOVE FIELD STATION,GREEN,207,224
PEARL @ ROSS - S - NS,103,239,224
KIEST @ SUNNYVALE - E - NS,215,114,223
GASTON @ LIBERTY - N - NS,018,421,222
SMU/MOCKINGBIRD STATION,249,205,222
SMU/MOCKINGBIRD STATION,RED,249,217
BLACKBURN @ COLE - E - NS,BLUE,207,217
SOUTHWEST MEDICAL DISTRICT/PARKLAND,ORANGE,057,217
GASTON @ LIBERTY - N - NS,018,214,216
GASTON @ LIBERTY - N - NS,001,214,216
SOUTHWEST MEDICAL DISTRICT/PARKLAND,GREEN,306,214
SOUTHWEST MEDICAL DISTRICT/PARKLAND,GREEN,057,214
SKILLMAN @ EASTRIDGE - S - NS,020,017,214
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,213,213
BLACKBURN @ COLE - E - NS,237,207,213
PEARL @ MCKINNEY - S - FS,001,306,213
ADDISON TRANSIT CENTER,SILVER,229,213
SMU/MOCKINGBIRD STATION,003,205,213
GASTON @ GOOD LATIMER - N - NS,018,009,211
MALCOLM X @ MLK - S - NS,023,104,211
ILLINOIS @ VALERIA - W - FS,223,104,210
8TH & CORINTH STATION,BLUE,217,210
PEARL @ ROSS - S - NS,620,102,210
DOWNTOWN GARLAND STATION,251,BLUE,209
PEARL @ ROSS - S - NS,207,421,208
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,101,207
WESTMORELAND STATION,221,108,207
PEARL @ ROSS - S - NS,224,421,206
MALCOLM X @ MLK - S - NS,001,216,205
DOWNTOWN GARLAND STATION,203,BLUE,205
PEARL @ ROSS - S - NS,TRE,016,204
MALCOLM X @ MLK - S - NS,013,023,204
JEFFERSON @ POLK - E - NS,226,009,204
8TH & CORINTH STATION,RED,226,203
SMU/MOCKINGBIRD STATION,249,003,203
BACHMAN STATION,213,ORANGE,202
DOWNTOWN GARLAND STATION,238,203,201
NORTHWEST @ TOWNGATE - E - FS,212,203,198
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,023,198
ADDISON TRANSIT CENTER,SILVER,237,198
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,GREEN,197
SKILLMAN @ EASTRIDGE - S - NS,017,020,197
SMU/MOCKINGBIRD STATION,249,RED,197
DOWNTOWN PLANO STATION,247,SILVER,197
PEARL @ ROSS - S - NS,249,421,197
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,023,197
SOUTHWEST MEDICAL DISTRICT/PARKLAND,ORANGE,213,196
WESTMORELAND STATION,057,221,196
PEARL @ ROSS - S - NS,001,421,196
ILLINOIS @ DENLEY - E - NS,217,141,195
SOUTHWEST MEDICAL DISTRICT/PARKLAND,ORANGE,230,195
PEARL @ ROSS - S - NS,TRE,001,195
PEARL @ ROSS - S - NS,TRE,102,194
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,001,194
HASKELL @ THOLL - W - NS,216,018,192
JEFFERSON @ POLK - E - NS,226,219,192
DOWNTOWN GARLAND STATION,238,BLUE,191
DOWNTOWN GARLAND STATION,250,BLUE,189
DOWNTOWN GARLAND STATION,BLUE,250,189
SHERMAN @ LINGCO - N - MB1,200,202,188
BLACKBURN @ COLE - E - NS,023,ORANGE,187
BACHMAN STATION,213,233,187
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,ORANGE,186
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,ORANGE,186
8TH & CORINTH STATION,215,226,185
PEARL @ ROSS - S - NS,TRE,BLUE,185
PEARL @ ROSS - S - NS,102,421,185
SOUTH GARLAND TC,204,018,185
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,ORANGE,185
MALCOLM X @ MLK - S - NS,023,001,185
BLACKBURN @ COLE - E - NS,237,RED,185
WESTMORELAND STATION,RED,221,185
SMU/MOCKINGBIRD STATION,249,440,185
ILLINOIS @ DENLEY - E - NS,217,104,184
DOWNTOWN GARLAND STATION,224,022,183
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,GREEN,183
BACHMAN STATION,213,GREEN,183
DOWNTOWN IRVING/HERITAGE CROSSING STATION,TRE,025,182
ILLINOIS @ DENLEY - E - NS,141,114,182
INWOOD/LOVE FIELD STATION,005,207,182
JEFFERSON @ POLK - E - NS,009,226,181
PEARL @ ROSS - S - NS,TRE,205,181
WESTMORELAND STATION,108,223,180
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,101,179
DOWNTOWN GARLAND STATION,238,022,179
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,ORANGE,177
HAMPTON @ SINGLETON - N - MB,219,102,177
PEARL @ ROSS - S - NS,239,421,176
PEARL @ ROSS - S - NS,306,421,176
DOWNTOWN GARLAND STATION,BLUE,224,175
MALCOLM X @ MLK - S - NS,013,001,175
JEFFERSON @ POLK - E - NS,226,RED,174
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,230,173
JEFFERSON @ POLK - E - NS,226,147,171
PEARL @ ROSS - S - NS,237,421,171
JEFFERSON @ POLK - E - NS,RED,226,171
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,230,171
SHERMAN @ LINGCO - N - MB1,250,ORANGE,170
8TH & CORINTH STATION,217,226,170
DOWNTOWN GARLAND STATION,200,BLUE,170
PEARL @ ROSS - S - NS,TRE,147,170
GASTON @ LIBERTY - N - NS,023,421,169
DOWNTOWN GARLAND STATION,251,022,167
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,230,167
DOWNTOWN GARLAND STATION,202,BLUE,167
GASTON @ LIBERTY - N - NS,018,249,166
PEARL @ ROSS - S - NS,103,306,165
ADDISON TRANSIT CENTER,SILVER,238,165
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,ORANGE,165
ILLINOIS @ VALERIA - W - FS,104,223,164
SMU/MOCKINGBIRD STATION,440,BLUE,164
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,230,162
DOWNTOWN IRVING/HERITAGE CROSSING STATION,TRE,230,162
ADDISON TRANSIT CENTER,SILVER,200,162
DOWNTOWN GARLAND STATION,250,203,162
DOWNTOWN PLANO STATION,SILVER,247,161
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,023,161
DOWNTOWN GARLAND STATION,203,022,161
PEARL @ ROSS - S - NS,205,421,160
ILLINOIS @ DENLEY - E - NS,104,114,159
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,101,159
SMU/MOCKINGBIRD STATION,017,BLUE,159
PEARL @ ROSS - S - NS,TRE,230,158
SOUTH GARLAND TC,018,016,157
SOUTHWEST MEDICAL DISTRICT/PARKLAND,GREEN,219,157
ADDISON TRANSIT CENTER,SILVER,250,157
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,101,156
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,ORANGE,155
DOWNTOWN IRVING/HERITAGE CROSSING STATION,231,229,154
PEARL @ ROSS - S - NS,TRE,009,153
ROSS @ BENNETT - S - NS,205,003,153
PEARL @ MCKINNEY - S - FS,103,001,153
DOWNTOWN PLANO STATION,236,SILVER,151
MALCOLM X @ MLK - S - NS,GREEN,216,151
GASTON @ LIBERTY - N - NS,009,ORANGE,150
DOWNTOWN GARLAND STATION,200,022,150
SOUTH GARLAND TC,204,251,150
PEARL @ ROSS - S - NS,TRE,214,150
DOWNTOWN GARLAND STATION,202,251,149
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,023,149
DOWNTOWN GARLAND STATION,202,022,149
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,422,149
SHERMAN @ LINGCO - N - MB1,202,250,149
GASTON @ GOOD LATIMER - N - NS,018,GREEN,148
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,122,148
8TH & CORINTH STATION,217,RED,147
GASTON @ LIBERTY - N - NS,GREEN,023,147
PARKER ROAD STATION,RED,ORANGE,147
GASTON @ GOOD LATIMER - N - NS,009,214,147
DOWNTOWN GARLAND STATION,BLUE,238,147
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,GREEN,146
WESTMORELAND STATION,108,RED,146
PEARL @ ROSS - S - NS,TRE,224,146
SHERMAN @ LINGCO - N - MB1,250,RED,146
GASTON @ GOOD LATIMER - N - NS,009,GREEN,146
SMU/MOCKINGBIRD STATION,205,BLUE,146
ADDISON TRANSIT CENTER,SILVER,236,146
GASTON @ GOOD LATIMER - N - NS,001,249,145
GASTON @ LIBERTY - N - NS,023,214,145
GASTON @ GOOD LATIMER - N - NS,001,214,145
PEARL @ ROSS - S - NS,TRE,237,144
PEARL @ ROSS - S - NS,TRE,249,143
COCKRELL HILL TL,009,221,143
DOWNTOWN GARLAND STATION,224,203,143
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,122,143
DOWNTOWN PLANO STATION,247,ORANGE,142
DOWNTOWN PLANO STATION,236,ORANGE,142
WESTMORELAND STATION,223,RED,142
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,230,141
SOUTH GARLAND TC,204,020,141
SMU/MOCKINGBIRD STATION,017,RED,141
PEARL @ ROSS - S - NS,620,421,140
PEARL @ ROSS - S - NS,TRE,128,140
PEARL @ ROSS - S - NS,TRE,013,140
ILLINOIS @ DENLEY - E - NS,104,217,139
DOWNTOWN IRVING/HERITAGE CROSSING STATION,025,231,139
HARRY HINES @ BUTLER - S - NS,213,122,139
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,057,138
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,422,138
DOWNTOWN GARLAND STATION,224,251,138
SHERMAN @ LINGCO - N - MB1,250,202,138
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,230,138
BLACKBURN @ COLE - E - NS,ORANGE,237,137
PEARL @ MCKINNEY - S - FS,239,308,137
SHERMAN @ LINGCO - N - MB1,200,ORANGE,136
SMU/MOCKINGBIRD STATION,017,003,136
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,GREEN,136
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,101,136
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,057,135
PEARL @ ROSS - S - NS,TRE,ORANGE,135
ROSS @ BENNETT - S - NS,205,023,134
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,057,134
ADDISON TRANSIT CENTER,SILVER,235,134
SMU/MOCKINGBIRD STATION,249,BLUE,134
GASTON @ GOOD LATIMER - N - NS,249,GREEN,134
DOWNTOWN PLANO STATION,RED,ORANGE,133
SHERMAN @ LINGCO - N - MB1,200,RED,133
GASTON @ GOOD LATIMER - N - NS,214,009,132
GASTON @ GOOD LATIMER - N - NS,249,001,132
GASTON @ LIBERTY - N - NS,249,GREEN,132
PEARL @ MCKINNEY - S - FS,308,001,132
SOUTH GARLAND TC,018,015,132
DOWNTOWN GARLAND STATION,250,224,131
ADDISON TRANSIT CENTER,SILVER,202,131
DOWNTOWN IRVING/HERITAGE CROSSING STATION,TRE,231,131
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,GREEN,131
PEARL @ ROSS - S - NS,109,421,130
DOWNTOWN IRVING/HERITAGE CROSSING STATION,229,230,130
HARRY HINES @ BUTLER - S - NS,101,422,130
GASTON @ GOOD LATIMER - N - NS,249,018,130
GASTON @ LIBERTY - N - NS,214,009,130
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,023,129
SOUTH GARLAND TC,020,214,129
DOWNTOWN GARLAND STATION,202,238,128
GASTON @ GOOD LATIMER - N - NS,214,001,128
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,422,127
GASTON @ LIBERTY - N - NS,GREEN,249,127
SMU/MOCKINGBIRD STATION,017,ORANGE,127
SMU/MOCKINGBIRD STATION,017,440,127
DOWNTOWN GARLAND STATION,200,203,127
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,213,126
GASTON @ GOOD LATIMER - N - NS,018,214,126
8TH & CORINTH STATION,BLUE,226,126
SOUTH GARLAND TC,020,015,125
PEARL @ ROSS - S - NS,TRE,308,124
ILLINOIS @ DENLEY - E - NS,141,104,124
PEARL @ MCKINNEY - S - FS,103,425,124
GASTON @ LIBERTY - N - NS,249,018,124
ELSIE FAYE HEGGINS @ LAGOW - W - NS,013,GREEN,124
DOWNTOWN IRVING/HERITAGE CROSSING STATION,230,TRE,123
SOUTH GARLAND TC,020,016,123
GASTON @ LIBERTY - N - NS,249,009,123
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,023,122
DOWNTOWN GARLAND STATION,202,200,122
GASTON @ LIBERTY - N - NS,214,001,122
PEARL @ ROSS - S - NS,TRE,018,121
BLACKBURN @ COLE - E - NS,237,ORANGE,121
SOUTH GARLAND TC,018,214,121
DOWNTOWN IRVING/HERITAGE CROSSING STATION,025,227,121
SOUTH GARLAND TC,020,018,120
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,422,120
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,GREEN,120
PEARL @ ROSS - S - NS,TRE,003,120
DOWNTOWN GARLAND STATION,224,200,119
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,057,119
GASTON @ LIBERTY - N - NS,214,018,119
DOWNTOWN GARLAND STATION,250,202,118
DOWNTOWN GARLAND STATION,224,250,118
GASTON @ GOOD LATIMER - N - NS,249,009,118
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,422,117
INWOOD/LOVE FIELD STATION,005,ORANGE,117
DOWNTOWN GARLAND STATION,251,224,117
PEARL @ ROSS - S - NS,TRE,RED,117
PEARL @ ROSS - S - NS,TRE,620,117
DOWNTOWN IRVING/HERITAGE CROSSING STATION,025,TRE,117
DOWNTOWN PLANO STATION,RED,SILVER,116
GASTON @ GOOD LATIMER - N - NS,001,GREEN,116
SOUTH GARLAND TC,018,020,116
DOWNTOWN GARLAND STATION,250,251,116
ILLINOIS @ DENLEY - E - NS,141,217,115
SMU/MOCKINGBIRD STATION,440,003,114
SOUTH GARLAND TC,204,245,114
WESTMORELAND STATION,221,223,114
DOWNTOWN GARLAND STATION,224,202,113
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,001,113
DOWNTOWN GARLAND STATION,200,250,113
DOWNTOWN GARLAND STATION,200,224,112
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,219,112
INWOOD/LOVE FIELD STATION,005,GREEN,112
PEARL @ ROSS - S - NS,TRE,425,112
PARKER ROAD STATION,234,RED,111
DOWNTOWN GARLAND STATION,250,200,111
DOWNTOWN GARLAND STATION,251,238,111
DOWNTOWN GARLAND STATION,251,250,110
MALCOLM X @ MLK - S - NS,013,104,110
MALCOLM X @ MLK - S - NS,216,023,110
DOWNTOWN PLANO STATION,SILVER,RED,110
DOWNTOWN GARLAND STATION,200,202,110
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,122,110
MALCOLM X @ MLK - S - NS,023,GREEN,109
SOUTH GARLAND TC,204,214,109
PEARL @ ROSS - S - NS,TRE,239,109
BONNIE VIEW @ PERSIMMON - S - NS,228,141,108
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,001,108
DOWNTOWN GARLAND STATION,251,200,108
SOUTHWEST MEDICAL DISTRICT/PARKLAND,ORANGE,306,108
DOWNTOWN GARLAND STATION,202,224,107
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,057,106
DOWNTOWN GARLAND STATION,202,203,106
SOUTH GARLAND TC,015,214,106
WESTMORELAND STATION,223,221,105
ADDISON TRANSIT CENTER,022,202,105
PEARL @ ROSS - S - NS,TRE,306,105
PEARL @ ROSS - S - NS,TRE,106,105
ADDISON TRANSIT CENTER,239,SILVER,105
COCKRELL HILL TL,226,025,103
GASTON @ LIBERTY - N - NS,214,023,103
HARRY HINES @ BUTLER - S - NS,213,422,103
SHERMAN @ LINGCO - N - MB1,202,200,103
SOUTH GARLAND TC,204,016,102
SMU/MOCKINGBIRD STATION,ORANGE,249,102
SHERMAN @ LINGCO - N - MB1,202,RED,101
BACHMAN STATION,GREEN,ORANGE,101
DOWNTOWN IRVING/HERITAGE CROSSING STATION,229,231,101
DOWNTOWN PLANO STATION,SILVER,236,100
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,122,100
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,001,100
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,219,100
DOWNTOWN GARLAND STATION,238,251,99
SOUTH GARLAND TC,016,018,99
SOUTH GARLAND TC,020,204,99
PEARL @ MCKINNEY - S - FS,308,425,99
DOWNTOWN GARLAND STATION,203,202,98
GASTON @ LIBERTY - N - NS,249,023,98
ADDISON TRANSIT CENTER,022,200,98
DOWNTOWN GARLAND STATION,BLUE,251,98
SMU/MOCKINGBIRD STATION,017,249,98
GASTON @ LIBERTY - N - NS,214,GREEN,97
GASTON @ LIBERTY - N - NS,249,001,96
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,001,96
DOWNTOWN GARLAND STATION,200,238,96
PEARL @ ROSS - S - NS,425,421,96
INWOOD/LOVE FIELD STATION,103,GREEN,95
MALCOLM X @ MLK - S - NS,013,GREEN,95
PEARL @ MCKINNEY - S - FS,306,001,95
SOUTH GARLAND TC,204,015,95
BLACKBURN @ COLE - E - NS,207,ORANGE,94
DOWNTOWN IRVING/HERITAGE CROSSING STATION,229,025,93
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,001,93
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,101,93
PEARL @ ROSS - S - NS,TRE,103,93
SOUTH GARLAND TC,018,212,93
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,122,92
DOWNTOWN GARLAND STATION,238,224,92
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,219,92
SHERMAN @ LINGCO - N - MB1,202,ORANGE,92
ADDISON TRANSIT CENTER,239,236,90
GASTON @ GOOD LATIMER - N - NS,009,249,90
DOWNTOWN GARLAND STATION,238,250,89
SMU/MOCKINGBIRD STATION,440,205,88
SOUTH GARLAND TC,020,242,88
PEARL @ MCKINNEY - S - FS,239,306,88
SOUTH GARLAND TC,018,247,87
DOWNTOWN GARLAND STATION,238,200,87
SMU/MOCKINGBIRD STATION,440,017,87
DOWNTOWN IRVING/HERITAGE CROSSING STATION,231,TRE,86
DOWNTOWN GARLAND STATION,238,202,86
SOUTH GARLAND TC,204,203,86
ADDISON TRANSIT CENTER,022,239,86
DOWNTOWN IRVING/HERITAGE CROSSING STATION,227,230,85
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,422,85
GASTON @ LIBERTY - N - NS,421,023,85
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,219,85
SOUTH GARLAND TC,020,251,85
SMU/MOCKINGBIRD STATION,017,205,85
SOUTHWEST MEDICAL DISTRICT/PARKLAND,230,306,84
GASTON @ GOOD LATIMER - N - NS,214,018,84
GASTON @ LIBERTY - N - NS,421,009,84
DOWNTOWN GARLAND STATION,BLUE,203,84
MALCOLM X @ MLK - S - NS,216,001,84
PEARL @ MCKINNEY - S - FS,306,308,84
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,219,84
DOWNTOWN GARLAND STATION,202,250,84
PARKER ROAD STATION,247,ORANGE,84
SOUTH GARLAND TC,242,204,83
DOWNTOWN IRVING/HERITAGE CROSSING STATION,025,229,83
PARKER ROAD STATION,236,ORANGE,83
ADDISON TRANSIT CENTER,239,250,82
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,306,82
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,213,82
SOUTH GARLAND TC,020,245,81
SOUTH GARLAND TC,018,251,81
SOUTH GARLAND TC,018,203,81
8TH & CORINTH STATION,226,215,81
DOWNTOWN GARLAND STATION,200,251,81
SOUTH GARLAND TC,016,214,80
SOUTH GARLAND TC,015,016,80
INWOOD/LOVE FIELD STATION,103,207,80
DOWNTOWN IRVING/HERITAGE CROSSING STATION,229,TRE,80
SOUTH GARLAND TC,016,204,80
GASTON @ GOOD LATIMER - N - NS,018,249,80
SOUTH GARLAND TC,204,247,80
PARKER ROAD STATION,234,247,79
GASTON @ GOOD LATIMER - N - NS,249,214,79
PEARL @ MCKINNEY - S - FS,308,103,79
ADDISON TRANSIT CENTER,250,202,78
ADDISON TRANSIT CENTER,238,202,78
PARKER ROAD STATION,ORANGE,236,78
8TH & CORINTH STATION,226,217,78
PARKER ROAD STATION,234,236,77
DOWNTOWN GARLAND STATION,251,202,77
SOUTH GARLAND TC,018,242,77
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,219,77
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,101,76
SOUTH GARLAND TC,018,245,76
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,306,76
GASTON @ LIBERTY - N - NS,421,018,76
SOUTHWEST MEDICAL DISTRICT/PARKLAND,122,213,76
SMU/MOCKINGBIRD STATION,205,003,75
GASTON @ LIBERTY - N - NS,249,214,75
INWOOD/LOVE FIELD STATION,207,103,74
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,422,73
GASTON @ GOOD LATIMER - N - NS,GREEN,249,73
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,213,73
PEARL @ MCKINNEY - S - FS,103,239,73
PEARL @ ROSS - S - NS,TRE,145,73
SOUTH GARLAND TC,018,204,72
DOWNTOWN PLANO STATION,ORANGE,247,72
SOUTH GARLAND TC,212,204,72
ADDISON TRANSIT CENTER,237,202,72
DOWNTOWN PLANO STATION,ORANGE,RED,72
ADDISON TRANSIT CENTER,022,235,72
COCKRELL HILL TL,226,009,71
PEARL @ MCKINNEY - S - FS,103,308,71
PEARL @ MCKINNEY - S - FS,306,425,71
DOWNTOWN GARLAND STATION,224,238,71
SMU/MOCKINGBIRD STATION,205,249,71
SOUTH GARLAND TC,020,203,71
SOUTH GARLAND TC,214,204,71
SOUTH GARLAND TC,020,247,70
SOUTH GARLAND TC,203,018,70
PEARL @ MCKINNEY - S - FS,306,103,70
SMU/MOCKINGBIRD STATION,BLUE,205,70
DOWNTOWN GARLAND STATION,251,203,70
PEARL @ ROSS - S - NS,620,249,70
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,GREEN,69
SOUTH GARLAND TC,251,018,69
DOWNTOWN GARLAND STATION,250,238,69
DOWNTOWN GARLAND STATION,203,224,69
FOREST @ KIRBY - W - FS,245,BLUE,68
SOUTH GARLAND TC,020,212,67
SMU/MOCKINGBIRD STATION,440,249,67
SOUTH GARLAND TC,203,020,67
SMU/MOCKINGBIRD STATION,440,ORANGE,67
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,213,67
DOWNTOWN IRVING/HERITAGE CROSSING STATION,229,227,67
